area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3,6445.0
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,3.0,139.0,3,7514.0
Super built-up  Area,Ambedkar Nagar,1936.0,4.0,2.0,126.0,3,6508.0
Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3,6391.0
Super built-up  Area,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,6320.0
Super built-up  Area,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3,5814.0
Built-up  Area,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4,8215.0
Super built-up  Area,Ambedkar Nagar,1856.0,3.0,1.0,120.0,3,6466.0
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3,7019.0
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3,6486.0
Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2,6291.0
Plot  Area,Ambedkar Nagar,3565.0,4.0,3.0,255.0,4,7153.0
Super built-up  Area,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2,6742.0
Super built-up  Area,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3,6154.0
Super built-up  Area,Ambedkar Nagar,1921.0,4.0,3.0,129.0,3,6715.0
Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3,6302.0
Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,6460.0
Super built-up  Area,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,6587.0
Super built-up  Area,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3,6154.0
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2.0,125.0,3,6749.0
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3,6541.0
Super built-up  Area,Ambedkar Nagar,1425.0,2.0,1.0,94.0,2,6596.0
Built-up  Area,Ambedkar Nagar,2395.0,4.0,2.0,150.0,3,6263.0
Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.0
Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2,4583.0
Built-up  Area,Amruthahalli,1900.0,3.0,1.0,135.0,3,7105.0
Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2,4870.0
Carpet  Area,Amruthahalli,900.0,2.0,1.0,60.0,2,6667.0
Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2,4091.0
Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2,4583.0
Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3,5862.0
Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2,4583.0
Super built-up  Area,Amruthahalli,1250.0,2.0,2.0,79.0,2,6320.0
Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2,4202.0
Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2,5408.0
Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2,5597.0
Super built-up  Area,Amruthahalli,2650.0,4.0,0.0,175.0,3,6604.0
Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3,6207.0
Super built-up  Area,Amruthahalli,1025.0,2.0,1.0,42.0,2,4098.0
Built-up  Area,Amruthahalli,485.0,1.0,1.0,19.5,1,4021.0
Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2,3750.0
Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2,3750.0
Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2,5583.0
Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2,4833.0
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2,3745.0
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2,3747.0
Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2,5333.0
Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4,5146.0
Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2,3727.0
Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2,3600.0
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2,3750.0
Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2,4833.0
Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3,5500.0
Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3,5230.0
Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2,4167.0
Super built-up  Area,Anandapura,1141.0,2.0,1.0,50.0,2,4382.0
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2,2864.0
Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2,2500.0
Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2,2500.0
Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2,2863.0
Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2,4138.0
Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2,3735.0
Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2,3854.0
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2,2970.0
Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2,3058.0
Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2,2800.0
Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3,3673.0
Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2,3148.0
Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2,3034.0
Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2,3000.0
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3,3184.0
Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2,2500.0
Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2,2772.0
Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2,2795.0
Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2,2500.0
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2,3762.0
Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2,2500.0
Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2,3354.0
Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2,3548.0
Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1,2750.0
Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2,4324.0
Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1,3396.0
Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3,3778.0
Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1,4558.0
Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2,3700.0
Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2,3829.0
Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4,3000.0
Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2,3655.0
Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3,4654.0
Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2,3790.0
Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3,3913.0
Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1,2875.0
Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1,3289.0
Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3,3958.0
Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1,2976.0
Super built-up  Area,Anekal,614.0,1.0,1.0,28.0,2,4560.0
Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2,4561.0
Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2,4000.0
Built-up  Area,Anjanapura,1850.0,4.0,2.0,86.0,4,4649.0
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2,3645.0
Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3,8067.0
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2,3458.0
Super built-up  Area,Anjanapura,950.0,2.0,1.0,40.0,2,4211.0
Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3,3516.0
Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2,3521.0
Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2,3368.0
Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4,3056.0
Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3,4750.0
Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2,2800.0
Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2,3158.0
Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3,5714.0
Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4,6254.0
Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4,6606.0
Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3,5714.0
Plot  Area,Ardendale,3200.0,4.0,1.0,205.0,4,6406.0
Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3,5498.0
Super built-up  Area,Ardendale,2062.0,3.0,0.0,140.0,4,6790.0
Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3,5310.0
Super built-up  Area,Ardendale,2062.0,3.0,0.0,150.0,4,7274.0
Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2,5719.0
Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3,5908.0
Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3,4970.0
Super built-up  Area,Ardendale,2062.0,3.0,0.0,140.0,4,6790.0
Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3,4970.0
Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2,5474.0
Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3,5514.0
Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3,5008.0
Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3,5177.0
Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3,6796.0
Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2,4348.0
Built-up  Area,Arekere,1740.0,2.0,0.0,95.0,3,5460.0
Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2,4622.0
Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1,4667.0
Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3,5212.0
Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2,5000.0
Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2,5556.0
Super built-up  Area,Arekere,2710.0,6.0,2.0,142.0,4,5240.0
Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2,4839.0
Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2,4944.0
Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1,2444.0
Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4,3300.0
Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3811.0
Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1,2750.0
Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1,3000.0
Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1,3500.0
Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1,3400.0
Plot  Area,Attibele,2168.0,4.0,2.0,95.0,4,4382.0
Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1,2595.0
Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1,4048.0
Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1,2871.0
Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2,3500.0
Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1,2500.0
Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2,3597.0
Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2,2941.0
Built-up  Area,Attibele,2400.0,3.0,3.0,120.0,3,5000.0
Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1,2778.0
Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1,2500.0
Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3811.0
Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1,2875.0
Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1,2826.0
Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1,2751.0
Plot  Area,Attibele,1000.0,2.0,1.0,42.0,2,4200.0
Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1,2091.0
Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1,2439.0
Plot  Area,Attibele,1700.0,3.0,1.0,65.0,3,3824.0
Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1,2562.0
Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3811.0
Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3,6000.0
Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1,2885.0
Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2,5189.0
Built-up  Area,BEML Layout,999.0,2.0,3.0,45.0,2,4505.0
Plot  Area,BEML Layout,2400.0,4.0,1.0,225.0,5,9375.0
Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2,5444.0
Super built-up  Area,BEML Layout,1200.0,2.0,2.0,67.0,2,5583.0
Plot  Area,BEML Layout,2400.0,2.0,1.0,228.0,2,9500.0
Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2,5444.0
Plot  Area,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3,14683.0
Carpet  Area,BTM 2nd Stage,950.0,2.0,1.0,52.0,2,5474.0
Built-up  Area,BTM 2nd Stage,1850.0,3.0,0.0,170.0,3,9189.0
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2,6667.0
Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,5495.0
Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2,4486.0
Built-up  Area,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2,6250.0
Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2,6364.0
Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0
Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5,13913.0
Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2,4348.0
Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3,10000.0
Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3,11691.0
Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3,15000.0
Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2,5803.0
Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2,6539.0
Built-up  Area,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3,9829.0
Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2,6429.0
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2,5833.0
Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2,4273.0
Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2,4946.0
Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3,13800.0
Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2,5478.0
Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6,5000.0
Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3,5586.0
Super built-up  Area,BTM Layout,1776.0,2.0,3.0,75.0,3,4223.0
Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3,5418.0
Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2,5508.0
Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2,4559.0
Super built-up  Area,BTM Layout,1600.0,3.0,2.0,112.0,3,7000.0
Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3,5769.0
Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3,5065.0
Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1,4444.0
Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2,4750.0
Super built-up  Area,BTM Layout,1470.0,2.0,2.0,99.0,3,6735.0
Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3,4097.0
Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3,4478.0
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2,4032.0
Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2,3800.0
Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2,4286.0
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2,4023.0
Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3,4309.0
Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2,3620.0
Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3,4610.0
Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2,3861.0
Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2,3455.0
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2,3189.0
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.0
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2,3205.0
Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2,4659.0
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6329.0
Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2,6358.0
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.0
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6329.0
Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2,6358.0
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6329.0
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.0
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.0
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.0
Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2,6686.0
Super built-up  Area,Balagere,1210.0,2.0,1.0,72.0,2,5950.0
Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2,6515.0
Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1,5300.0
Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2,6703.0
Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2,6719.0
Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2,6455.0
Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2,6116.0
Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2,6860.0
Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1,6667.0
Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1,6555.0
Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2,6324.0
Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2,6157.0
Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2,6653.0
Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2,6554.0
Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1,5299.0
Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1,5350.0
Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2,6423.0
Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1,5910.0
Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1,6047.0
Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1,6357.0
Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2,6777.0
Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1,5300.0
Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2,6130.0
Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2,6917.0
Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2,6753.0
Super built-up  Area,Balagere,1205.0,2.0,1.0,79.0,2,6556.0
Built-up  Area,Balagere,1012.0,2.0,1.0,68.0,2,6719.0
Super built-up  Area,Banashankari,1077.0,2.0,2.0,37.64,2,3495.0
Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3,6030.0
Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3,5769.0
Super built-up  Area,Banashankari,1800.0,3.0,2.0,115.0,3,6389.0
Built-up  Area,Banashankari,1125.0,2.0,1.0,63.0,2,5600.0
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2,6107.0
Super built-up  Area,Banashankari,2600.0,4.0,1.0,135.0,3,5192.0
Super built-up  Area,Banashankari,1900.0,2.0,1.0,170.0,3,8947.0
Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2,5952.0
Super built-up  Area,Banashankari,1170.0,2.0,2.0,46.79,2,3999.0
Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3,6148.0
Super built-up  Area,Banashankari,1330.0,2.0,1.0,78.0,2,5865.0
Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3,5571.0
Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3,7353.0
Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2,3999.0
Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2,3999.0
Super built-up  Area,Banashankari,1041.0,2.0,1.0,36.44,2,3500.0
Super built-up  Area,Banashankari,2400.0,1.0,1.0,200.0,1,8333.0
Super built-up  Area,Banashankari,1390.0,2.0,2.0,86.0,2,6187.0
Super built-up  Area,Banashankari,1460.0,2.0,3.0,70.0,2,4795.0
Super built-up  Area,Banashankari,1200.0,2.0,1.0,60.0,2,5000.0
Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2,6202.0
Built-up  Area,Banashankari,1186.0,2.0,3.0,65.0,2,5481.0
Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3,6121.0
Super built-up  Area,Banashankari,1181.0,2.0,1.0,75.0,2,6351.0
Super built-up  Area,Banashankari,1105.0,2.0,2.0,90.0,2,8145.0
Super built-up  Area,Banashankari,720.0,1.0,1.0,60.0,1,8333.0
Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2,4327.0
Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2,5789.0
Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2,4083.0
Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2,5654.0
Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2,5000.0
Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3,5500.0
Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3,6121.0
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2,6140.0
Built-up  Area,Banashankari,600.0,1.0,0.0,27.0,2,4500.0
Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2,6140.0
Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2,4199.0
Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3,5195.0
Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3,6833.0
Built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3,6944.0
Super built-up  Area,Banashankari,1175.0,2.0,1.0,41.13,2,3500.0
Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2,3500.0
Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3,6102.0
Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3,6944.0
Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3,6210.0
Super built-up  Area,Banashankari,1100.0,2.0,1.0,63.0,2,5727.0
Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2,3999.0
Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2,5952.0
Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3,5961.0
Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2,8824.0
Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4,12500.0
Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3,8000.0
Plot  Area,Banashankari Stage II,2400.0,3.0,2.0,510.0,5,21250.0
Super built-up  Area,Banashankari Stage II,1240.0,2.0,2.0,59.52,3,4800.0
Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2,8800.0
Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3,7540.0
Plot  Area,Banashankari Stage II,2400.0,2.0,2.0,300.0,3,12500.0
Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2,7143.0
Super built-up  Area,Banashankari Stage II,2800.0,3.0,2.0,425.0,5,15179.0
Built-up  Area,Banashankari Stage II,3000.0,3.0,2.0,450.0,3,15000.0
Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3,16500.0
Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2,10040.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3,4498.0
Super built-up  Area,Banashankari Stage III,1145.0,2.0,3.0,58.4,2,5100.0
Super built-up  Area,Banashankari Stage III,1650.0,3.0,2.0,118.0,3,7152.0
Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4,10000.0
Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3,5037.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3,4598.0
Super built-up  Area,Banashankari Stage III,1200.0,2.0,0.0,42.0,2,3500.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.0
Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3,5100.0
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.0
Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2,8512.0
Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6,5000.0
Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2,4608.0
Super built-up  Area,Banashankari Stage III,1500.0,2.0,2.0,100.0,3,6667.0
Built-up  Area,Banashankari Stage III,2100.0,3.0,1.0,147.0,4,7000.0
Super built-up  Area,Banashankari Stage III,1420.0,2.0,2.0,95.0,3,6690.0
Super built-up  Area,Banashankari Stage V,1300.0,2.0,1.0,58.5,3,4500.0
Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3,3755.0
Super built-up  Area,Banashankari Stage V,1035.0,2.0,2.0,35.77,2,3456.0
